market,calendar_date,session_state,reconstruction_state,coverage_calendar,coverage_security_lifecycle,coverage_daily_price,coverage_market_status,coverage_corporate_action,coverage_fundamental,reason_codes
TWSE,2026-05-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-09,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-10,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-10,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-11,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-11,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-12,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-12,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-13,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-13,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-14,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-14,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-15,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-15,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-16,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-16,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-17,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-18,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-19,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-20,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-21,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-22,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-23,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-24,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-25,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TPEX,2026-05-26,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
TWSE,2026-05-27,unknown,unknown,unknown,current-only,unknown,current-only,unknown,partial,fundamental-coverage-limited-to-2026-06-and-2026Q1;market-status-current-only;no-dated-corporate-action-observation;no-durable-daily-price-observation;no-official-session-record-for-market-date;security-lifecycle-current-only
